#,Game,Date,Price,Review,Owners,Playtime,Developer,Publisher,Month
2996,Spaceship War,6-Sep-21,2.24,0,10000,00:00 (00:00),SosiskaGames,SosiskaGames,9
2998,Dungeon D14,10-Aug-21,1.99,0,10000,00:00 (00:00),EhtChaos,EhtChaos,8
2999,Big Quest 2: the Adventure,4-May-21,3.99,0,10000,00:00 (00:00),ZeLDER,ZeLDER,5
3000,DEADLUCK,20-Apr-21,0.37,0,10000,00:00 (00:00),Tamashii,Tamashii,4
3003,Imercyve: Living with Intellectual Disability,5-May-21,5.24,0,10000,00:00 (00:00),Valley General,Valley General,5
3004,Witch's Reign,13-Jul-21,2.99,0,10000,00:00 (00:00),Aditya Tajanpure,Idiot? Limited,7
3005,Pro Pain Labs,17-Aug-21,1.99,0,10000,00:00 (00:00),Method 9 Software,Method 9 Software,8
3006,Brick Breaker Heart Collector,9-Jul-21,0.89,0,10000,00:00 (00:00),Jesus Hinojosa Gracia,Jesus Hinojosa Gracia,7
3007,Wounded,5-Aug-21,3.99,0,10000,00:00 (00:00),Zombie Transmitted Disease,Zombie Transmitted Disease,8
3008,Charisma X: Bulk Instagram Media Downloader,29-Jun-21,29.99,0,10000,00:00 (00:00),GameDev_ToolMaker,GameDev_ToolMaker,6
3009,DEX : Speed Run - Level Maker - World Records,24-Sep-21,0.99,0,10000,00:00 (00:00),DidOne,DidOne,9
3010,PROVIDER,26-Nov-21,9.99,0,10000,00:00 (00:00),CakeNeq Games,CakeNeq Games,11
3011,Midsummer Madness,4-Jul-21,0.59,0,10000,00:00 (00:00),玫瑰工作室,玫瑰工作室,7
3012,Rhythm Hero,4-Jun-21,3.99,0,10000,00:00 (00:00),WonTak Games,WonTak Games,6
3013,伊始之战,7-Dec-21,3.29,0,10000,00:00 (00:00),超光兔工作室,"超光兔工作室, 电钮组",12
3015,Kaiju Crush,17-May-21,5.99,0,10000,00:00 (00:00),"Bwillett, Scullysaurus",Bwillett Comics,5
3016,Fantasy Dungeon VR,2-Aug-21,12.99,0,10000,00:00 (00:00),LookingIN Studio,LookingIN Studio,8
3017,Fill and Cross Trick or Treat,16-Jul-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,7
3020,Theseus - Mythological Hero,16-Jul-21,1.49,0,10000,00:00 (00:00),"Cleison Rodrigues, Kynikós Games",Kynikós Games,7
3021,Gos Castle Runner,14-Jun-21,0.99,0,10000,00:00 (00:00),Agostta Games,Agostta Games,6
3022,Navy Strike,7-Oct-21,0.99,0,10000,00:00 (00:00),Rowan Software Ltd.,Empire Interactive,10
3024,Equestrian Training,24-Jun-21,7.49,0,10000,00:00 (00:00),Smart Tale Games,Microids,6
3025,Big Fish,29-Jul-21,3.99,0,10000,00:00 (00:00),TOQ Games,TOQ Games,7
3026,Altarays,2-Aug-21,2.99,0,10000,00:00 (00:00),Dreamtech5,Dreamtech5,8
3027,Nightron Wars,20-Dec-21,10.99,0,10000,00:00 (00:00),TearStorm Entertainment,TearStorm Entertainment,12
3028,African Safari,6-Jul-21,5.99,0,10000,00:00 (00:00),GT Games,GT Games,7
3030,Hold The Plates,14-Sep-21,0,0,10000,00:00 (00:00),12x1 Doze Por Um Studio,Ricardo Rodrigues Games,9
3031,Kick It,14-Sep-21,6.99,0,10000,00:00 (00:00),Y7 Games,Y7 Games,9
3032,Sprite Generator,26-Sep-21,5.99,0,10000,00:00 (00:00),Jean-Michel Nadeau,Jean-Michel Nadeau,9
3033,Behind Closed Doors: A Developer's Tale,20-Oct-21,4.99,0,10000,00:00 (00:00),PEW Games,Sometimes You,10
3035,Guardians of Greenheart,16-Oct-21,7.99,0,10000,00:00 (00:00),Silver Cloud Games,Silver Cloud Games,10
3036,Izanami,7-Oct-21,0.59,0,10000,00:00 (00:00),玫瑰工作室,玫瑰工作室,10
3037,LunarManVideoLibrary~月球人影库,11-Oct-21,2.99,0,10000,00:00 (00:00),LunarManStudio,LunarManStudio,10
3038,INQUIR P.T.,13-Oct-21,2.99,0,10000,00:00 (00:00),Trilix34,Trilix34,10
3039,Holiday Jigsaw Thanksgiving Day 2,6-Oct-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,10
3040,RoboVanRush,28-Oct-21,0,0,10000,00:00 (00:00),V-Road,V-Road,10
3041,真人恋爱大冒险,29-Oct-21,11.99,0,10000,00:00 (00:00),BeiJingShiJiHe_VAMD,BeiJingShiJiHe_VAMD,10
3042,Death Slayer V,4-Nov-21,9.99,0,10000,00:00 (00:00),MDK software,MDK software,11
3043,Drynk: Board and Drinking Game,5-Nov-21,5.99,0,10000,00:00 (00:00),Siwalu,Siwalu,11
3044,Task Force 88: Hostile Contact,8-Nov-21,3.44,0,10000,00:00 (00:00),Troy Parlee,Lazy Wind Entertainment,11
3045,Banished Sir,10-Nov-21,2.54,0,10000,00:00 (00:00),Vernon E. Slayton III,SirVern Productions,11
3046,Earthquake escape,25-Nov-21,199.99,0,10000,00:00 (00:00),CatCat Gaming,CatCat Gaming,11
3047,Escape Covid Camp,30-Nov-21,0.59,0,10000,00:00 (00:00),RedZyrro,RedZyrro,11
3048,CyberLink PhotoDirector 13 Ultra,9-Nov-21,59.99,0,10000,00:00 (00:00),CyberLink,Deep Silver,11
3049,Space Hoarders Inc.,26-Nov-21,11.99,0,10000,00:00 (00:00),DogWater Entertainment,DogWater Entertainment,11
3050,Sin Bearers Tactics,6-Dec-21,1.99,0,10000,00:00 (00:00),Sahrsoft,Sahrsoft,12
3051,Enraged,16-Dec-21,2.79,0,10000,00:00 (00:00),FictumLudos,FictumLudos,12
3053,Solo ReflectioN!,11-Dec-21,1.99,0,10000,00:00 (00:00),ZaxtorGameS,ZaxtorGameS,12
3054,Nonograms 22,24-Dec-21,2.39,0,10000,00:00 (00:00),Studio Tomego,Studio Tomego,12
3055,Saving Sunrise,29-Dec-21,0.37,0,10000,00:00 (00:00),Reforged Group,Reforged Group,12
3056,Asterism,22-Jul-21,7.99,0,10000,00:00 (00:00),Crystal Game Works,Crystal Game Works,7
3057,匠人物语Craftsman story,31-Mar-21,0.29,0,10000,00:00 (00:00),CLOCK IN DREAM,CLOCK IN DREAM,3
3058,Red Cap Zombie Hunter,21-Dec-21,5.99,0,10000,00:00 (00:00),Vialgames.com,Vialgames.com,12
3059,Worst Nightmare,20-Jan-21,11.99,0,10000,00:00 (00:00),Marca59,Marca59,1
3060,Bunny Count,22-Jan-21,5.99,0,10000,00:00 (00:00),CryptoSports Games,CryptoSports Games,1
3061,Boom Dojo,29-Jan-21,9.99,0,10000,00:00 (00:00),Yolopia Ltd,Yolopia Ltd,1
3062,Pizza Shop Manager,20-Aug-21,9.99,0,10000,00:00 (00:00),True Seria,True Seria,8
3063,Zombie Dungeon,12-Feb-21,6.99,0,10000,00:00 (00:00),GAME BATATA,GAME BATATA,2
3064,Avoid!,15-Feb-21,0.27,0,10000,00:00 (00:00),that games guy,INFINITE BRIDGE,2
3065,Break It Down,20-Feb-21,2.99,0,10000,00:00 (00:00),BlueNothing Games,BlueNothing Games,2
3066,轮回修仙决,26-Feb-21,1.99,0,10000,00:00 (00:00),KK,KK,2
3067,BangBangShooting,23-Jun-21,5.59,0,10000,00:00 (00:00),GenmStudio,GenmStudio,6
3068,Wisdom,17-Mar-21,4.99,0,10000,00:00 (00:00),Radix Motion Inc.,Truffle Co.,3
3069,Magic Balls,20-Mar-21,0.28,0,10000,00:00 (00:00),Reforged Group,Reforged Group,3
3070,Nox Terrorem: Lost Souls,31-May-21,9.99,0,10000,00:00 (00:00),Talented Foxes,Talented Foxes,5
3071,Super Chopper,27-Apr-21,6.49,0,10000,00:00 (00:00),Webfoot,Ziggurat,4
3072,Hell Invades Heaven,22-Oct-21,7.99,0,10000,00:00 (00:00),Menajev,Menajev,10
3073,Jigsaw With Animals,15-Aug-21,0.99,0,10000,00:00 (00:00),Stas Paty9mkin,Piece Of Voxel,8
3074,Draw IT!,14-May-21,1.49,0,10000,00:00 (00:00),DrimEnt Studio,DrimEnt Studio,5
3075,Eyewitness Hopper,10-May-21,0.27,0,10000,00:00 (00:00),INFINITE BRIDGE,INFINITE BRIDGE,5
3076,Wizard's Duty,7-May-21,0.79,0,10000,00:00 (00:00),One Face Studio,One Face Studio,5
3078,Darker : Episode I,30-Apr-21,0.99,0,10000,00:00 (00:00),Brothar Studios,Brothar Studios,4
3079,Drop Blox,20-Jun-21,0.49,0,10000,00:00 (00:00),FireFly,FireFly,6
3080,狂の世界-Crazy World-,1-Sep-21,9.99,0,10000,00:00 (00:00),NNゲーム工房,NNゲーム工房,9
3081,Breaking earth,21-Aug-21,4.49,0,10000,00:00 (00:00),Aliens games,Aliens games,8
3082,Project Martians,22-Aug-21,7.99,0,10000,00:00 (00:00),Stanislaw Dev,Stanislaw Dev,8
3083,G-MODEアーカイブス19 マジカルドロップDX,23-Aug-21,3.49,0,10000,00:00 (00:00),G-MODE,G-MODE,8
3084,In Marte - The First Moon,28-Apr-21,0.59,0,10000,00:00 (00:00),StartDev,StartDev,4
3086,SHADOW STEP,27-Apr-21,0.69,0,10000,00:00 (00:00),Smoke Criminals,Smoke Criminals,4
3087,FindDark,5-May-21,12.99,0,10000,00:00 (00:00),iker games,iker games,5
3088,1001 Jigsaw: Earth Chronicles 5,6-Jul-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,7
3089,Bunny Flush,30-Jun-21,0.37,0,10000,00:00 (00:00),Tamashii,Tamashii,6
3090,Sweet Dream,31-May-21,0.61,0,10000,00:00 (00:00),Phoenixxx Games,Phoenixxx Games,5
3091,Horror House,15-Sep-21,4.99,0,10000,00:00 (00:00),Drew Parmelee,Drew Parmelee,9
3092,Project E.V.A. Remake,23-May-21,0.99,0,10000,00:00 (00:00),AstroMonkey,AstroMonkey,5
3093,Kitsune Killer,30-Jul-21,0.38,0,10000,00:00 (00:00),Reforged Group,Reforged Group,7
3094,Street Racer,2-Aug-21,3.99,0,10000,00:00 (00:00),Vivid Image,"Piko Interactive LLC, Bleem!",8
3095,FUN Platformer,28-Sep-21,1.99,0,10000,00:00 (00:00),XO GAMES,XO GAMES PUBLISHING,9
3096,WORDDING,30-Sep-21,0,0,10000,00:00 (00:00),RoomsForRockets,RoomsForRockets,9
3097,Return Alive,6-Nov-21,0.37,0,10000,00:00 (00:00),Reforged Group,Reforged Group,11
3098,Dead Way,5-Nov-21,7.19,0,10000,00:00 (00:00),Prestige Games,Prestige Games,11
3099,Valentine's Day Griddlers,10-Nov-21,4.99,0,10000,00:00 (00:00),Creobit,8floor,11
3100,Maze Art: Yellow,4-Dec-21,1.99,0,10000,00:00 (00:00),My Label Game Studio,My Label Game Studio,12
3101,Dangerous Plane,9-Mar-21,9.99,0,10000,00:00 (00:00),Silistre Game,Silistre Game,3
3102,Portals World,25-Feb-21,1.49,0,10000,00:00 (00:00),Mind Power,Mind Power,2
3103,Slurkum,9-Mar-21,4.99,0,10000,00:00 (00:00),Ark Valley Gaming,Cohesive,3
3104,Elven Truth,18-Jan-21,0.59,0,10000,00:00 (00:00),玫瑰工作室,玫瑰工作室,1
3105,Fractaltopia: Edit & Visualize,15-Feb-21,0,0,10000,00:00 (00:00),Singularity Horizons,Singularity Horizons,2
3106,Dangerous sea area,10-Feb-21,0.99,0,10000,00:00 (00:00),Coke Cat Studio,Coke Cat Studio,2
3107,Medieval Shop Simulator,25-Aug-21,12.99,0,10000,00:00 (00:00),Igor Borisov,Igor Borisov,8
3108,Pixel Game Maker Series DRAGON PEAK,18-Mar-21,4.99,0,10000,00:00 (00:00),"CYBIRD Co.,Ltd.",Gotcha Gotcha Games,3
3110,Jelly 2,13-Aug-21,7.99,0,10000,00:00 (00:00),hellydev,hellydev,8
3111,Train Tycoon,4-Jun-21,1.49,0,10000,00:00 (00:00),MegaSoft Games,MegaSoft Games,6
3112,Makber,25-Aug-21,0.99,0,10000,00:00 (00:00),celikgames,celikgames,8
3113,Atlantis Adventure VR,14-May-21,24.99,0,10000,00:00 (00:00),AstonVisionSoft Inc.,AstonVisionSoft Inc.,5
3114,Dark Frame,23-Apr-21,0.29,0,10000,00:00 (00:00),Nimos Games,Nimos Games,4
3115,VR Nara Park,3-Apr-21,9.99,0,10000,00:00 (00:00),"x-climb, Inc.","x-climb, Inc.",4
3116,Flying Corps,14-Oct-21,2.49,0,10000,00:00 (00:00),Rowan Software,Strategy First,10
3117,Useful Cat,4-Jun-21,0.38,0,10000,00:00 (00:00),HotFoodGames,HotFoodGames,6
3118,Mini ship wars,29-Jun-21,1.09,0,10000,00:00 (00:00),Phoenixxx Games,Phoenixxx Games,6
3119,Plumber 2,3-Aug-21,7.99,0,10000,00:00 (00:00),freeanywhere,freeanywhere,8
3120,CUBE-e,1-Aug-21,0.99,0,10000,00:00 (00:00),Crooked Road,Piece Of Voxel,8
3121,Space Adventures,7-Sep-21,1.09,0,10000,00:00 (00:00),Neki4 Electronics,Neki4 Electronics,9
3122,Traffic Command: Reborn,13-Sep-21,7.99,0,10000,00:00 (00:00),hellydevelop,hellydevelop,9
3124,Halloween Memory: Reborn,15-Sep-21,7.99,0,10000,00:00 (00:00),halloweenreborn,halloweenreborn,9
3125,Forbidden place,2-Oct-21,0.99,0,10000,00:00 (00:00),Coke Cat Studio,Coke Cat Studio,10
3126,Zombie Maze,19-Nov-21,0.49,0,10000,00:00 (00:00),Quarlellle,Quarlellle,11
3127,The Expedition,22-Dec-21,12.99,0,10000,00:00 (00:00),"GN Studios, GN Studios","GN Studios, GN Studios",12
3128,The Gift,26-Nov-21,1.19,0,10000,00:00 (00:00),One Face Studio,One Face Studio,11
3129,Froggerty Arcade 2,1-Dec-21,1.69,0,10000,00:00 (00:00),Tudou Games,Tudou Games,12
3130,Battle Of The Robots,8-Dec-21,0.49,0,10000,00:00 (00:00),Quarlellle,Quarlellle,12
3131,Poly Memory: Cats,2-Dec-21,1.99,0,10000,00:00 (00:00),Cute Hannah's Games,Cute Hannah's Games,12
3132,BallRoll,9-Dec-21,0.29,0,10000,00:00 (00:00),Bad Kids Games,"Atomic Fabrik, Cristian Manolachi",12
3134,Knight Runaway,21-Dec-21,0.99,0,10000,00:00 (00:00),ImperiumGame,ImperiumGame,12
3135,Mystery of Island,26-Dec-21,1.79,0,10000,00:00 (00:00),QUIKGAMES,QUIKGAMES,12
3136,OLD SKOOL RACER,30-Aug-21,29.99,0,10000,00:00 (00:00),Karma Play Limited,Karma Play Limited,8
3137,Soulpath: the final journey,9-Jul-21,0.74,0,10000,00:00 (00:00),The Game Forger,The Game Forger,7
3138,X air combat,8-Jan-21,19.99,0,10000,00:00 (00:00),Coke Cat Studio,Coke Cat Studio,1
3139,Soter,27-Feb-21,5.99,0,10000,00:00 (00:00),Jethro Tull,The Fridge Network,2
3140,Vladimir 2021,18-Feb-21,0.99,0,10000,00:00 (00:00),Narod,Narod,2
3141,Caveman,3-Apr-21,0.39,0,10000,00:00 (00:00),7Tech,kovalevviktor,4
3142,WAR FACTORY,5-Apr-21,14.99,0,10000,00:00 (00:00),Petrolhead software,Petrolhead software,4
3143,The Crows Cry,30-Jun-21,4.99,0,10000,00:00 (00:00),Cooper Bruchez,Cooper Bruchez,6
3144,DRUM'N'BASS MASSACRE,1-Jun-21,0.49,0,10000,00:00 (00:00),illuminati,SA Industry,6
3145,Magic defense,26-May-21,0.61,0,10000,00:00 (00:00),Phoenixxx Games,Phoenixxx Games,5
3146,Find Match Icons,23-Sep-21,9.99,0,10000,00:00 (00:00),Hede Games,Hede Games,9
3147,BrickOut,1-Oct-21,7.99,0,10000,00:00 (00:00),hellydev,hellydev,10
3148,Bionite: Origins,13-Aug-21,11.99,0,10000,00:00 (00:00),Platoon Studios,Platoon Studios,8
3149,Infected Town,18-Jan-21,0.27,0,10000,00:00 (00:00),INFINITE BRIDGE,INFINITE BRIDGE,1
3150,Duty in the Forest,14-May-21,0.51,0,10000,00:00 (00:00),Softwaves,Softwaves Dist.,5
3151,Pirates vs monkeys,6-Aug-21,1.09,0,10000,00:00 (00:00),Phoenixxx Games,Phoenixxx Games,8
3152,The Hell Hives,29-Apr-21,0.59,0,10000,00:00 (00:00),Adam Bradley,Adam Bradley,4
3153,Drunken Samurai,28-Apr-21,0.39,0,10000,00:00 (00:00),Reforged Group,Reforged Group,4
3154,Deadlokk,17-Aug-21,11.99,0,10000,00:00 (00:00),Null Reference LTD,Null Reference LTD,8
3155,Neon Arena,17-Sep-21,0.27,0,10000,00:00 (00:00),beans rolls,beans rolls,9
3156,Funny puzzle,2-Oct-21,1.2,0,10000,00:00 (00:00),Neki4 Electronics,Neki4 Electronics,10
3157,Violent Agent,6-Oct-21,0.39,0,10000,00:00 (00:00),Reforged Group,Reforged Group,10
3158,Rescue Helicopter,7-Dec-21,0.49,0,10000,00:00 (00:00),Quarlellle,Quarlellle,12
3159,Stopocop,7-Dec-21,0.99,0,10000,00:00 (00:00),Reforged Group,Reforged Group,12
3160,CosmicBreak Gun & Slash,22-Dec-21,19.99,0,10000,00:00 (00:00),"CyberStep, Inc.","CyberStep, Inc.",12
3161,Secrets of the Middle Ages,2-Sep-21,1.09,0,10000,00:00 (00:00),Phoenixxx Games,Phoenixxx Games,9
3162,Auto Mechanic,9-Sep-21,0.39,0,10000,00:00 (00:00),Reforged Group,Reforged Group,9
3163,Infinite Brick Breaker,8-Jun-21,0.27,0,10000,00:00 (00:00),INFINITE BRIDGE,INFINITE BRIDGE,6
3164,White Flower,29-Oct-21,0.59,0,10000,00:00 (00:00),玫瑰工作室,玫瑰工作室,10
3165,MADE VR : Interactive Movie - 01. Run away!,10-Jan-21,4.49,0,10000,00:00 (00:00),JOONSPICTURES,JOONSPICTURES,1
3166,Marswar TD,28-Feb-21,9.99,0,10000,00:00 (00:00),Galactic Play,Galactic Play,2
3167,Movie Studio 18 Steam Edition,2-Aug-21,17.49,0,10000,00:00 (00:00),MAGIX Software GmbH,MAGIX Software GmbH,8
3168,Fruit Basket,1-Dec-21,1.09,0,10000,00:00 (00:00),Reforged Group,Reforged Group,12
3169,Stonescape,25-Jul-21,10.99,0,10000,00:00 (00:00),Imaginality Games,Imaginality Games,7
3170,Endless Crawler,6-Jun-21,0.38,0,10000,00:00 (00:00),Reforged Group,Reforged Group,6
3171,Hidden Caves,6-Oct-21,9.99,0,10000,00:00 (00:00),Hede Games,"Hede Games, Hede",10
3172,Flykt,12-Mar-21,4.99,0,10000,00:00 (00:00),Feral World Entertainment,Feral World Entertainment,3
3173,Hidden Flowers,23-Sep-21,9.99,0,10000,00:00 (00:00),Hede Games,"Hede Games, Hede",9
3174,Trakker,4-Jul-21,5.99,0,10000,00:00 (00:00),GalactaVision,GalactaVision,7
3175,天牢 - Tianlao Sokoban -,31-May-21,4.99,0,10000,00:00 (00:00),SMG ゲーム制作グループ,RMAsia,5
3176,BombGears,26-Feb-21,4.99,0,10000,00:00 (00:00),"Takain, Flipt",Takain,2
3177,RCRacer VR,8-Oct-21,1.99,0,10000,00:00 (00:00),games.Sharbit,games.Sharbit,10
3178,Eutergel?uter,20-Aug-21,6.99,0,10000,00:00 (00:00),NiKa Games,NiKa Games,8
3179,Pixels can fight,16-Mar-21,4.99,0,10000,00:00 (00:00),DrommerKode,DrommerKode,3
3180,Fail to Win,19-May-21,4.99,0,10000,00:00 (00:00),Ty Kennington,Ty Kennington,5
3181,Rodent and Plank: Secret Origin,30-Apr-21,6.99,0,10000,00:00 (00:00),Lodder Digital Media,Lodder Digital Media,4
3182,Escape Planet 17,8-Jan-21,2.24,0,10000,00:00 (00:00),BIG4 Game Studio,BIG4 Game Studio,1
3183,Dragonium,7-Feb-21,9.99,0,10000,00:00 (00:00),Shieldom Games,Shieldom Games,2
3184,Synth War Tactics,2-Mar-21,0.99,0,10000,00:00 (00:00),Bryce Hochstedler,Bryce Hochstedler,3
3185,Labirinto 3,15-Jun-21,0.27,0,10000,00:00 (00:00),Iriya72,Iriya72,6
3186,DECO:BLOCK SIMULATOR,3-Sep-21,6.99,0,10000,00:00 (00:00),Hiruko Time App,Hiruko Time App,9
3187,Cube,12-Sep-21,0.99,0,10000,00:00 (00:00),ycyclop,ycyclop,9
3188,Gladii,19-Jan-21,9.99,0,10000,00:00 (00:00),RelativeBlue Games,RelativeBlue,1
3190,Escape The Tank,24-Feb-21,0.99,0,10000,00:00 (00:00),Beelson516,self published,2
3191,Tormenta do Tempo,12-Oct-21,1.99,0,10000,00:00 (00:00),Andre Themistocles,Andre Themistocles,10
3193,Revizor,2-Jul-21,4.99,0,10000,00:00 (00:00),RevizorGameStudio,RevizorGameStudio,7
3194,Star Mine,6-Jan-21,1.39,0,10000,00:00 (00:00),Anthony Vaughan Bartram,AMCOG,1
3195,Fled fierce city,14-Jan-21,17.99,0,10000,00:00 (00:00),JY,JY,1
3196,Training Grounds,8-Jan-21,8.99,0,10000,00:00 (00:00),Wontonic Games,Wontonic Games,1
3197,Slime Fantasy: the search for the lost sword,4-Mar-21,2.79,0,10000,00:00 (00:00),Super16bits,Super16bits,3
3198,Hikeshi-Fireman-,8-Jan-21,3.99,0,10000,00:00 (00:00),Studio Seven,Studio Seven,1
3200,Juicy Army,21-May-21,9.99,0,10000,00:00 (00:00),Taptroise,Taptroise,5
3201,Draginsanity,5-Dec-21,5.99,0,10000,00:00 (00:00),Gerd M?mken,Gerd M?mken,12
3202,Tortuga,4-Jan-21,4.99,0,10000,00:00 (00:00),"BazKreyol, Baz Kreyol Games",Baz Kreyol Games,1
3203,Joy the Pug,19-Feb-21,0.99,0,10000,00:00 (00:00),Charon Games,Charon Games,2
3204,Buildmark,28-Jan-21,4.99,0,10000,00:00 (00:00),Lex4art,Lex4art,1
3205,NA.NO,20-Jan-21,1.74,0,10000,00:00 (00:00),Arcade Essence,Arcade Essence,1
3206,Partition Sector,28-Jan-21,2.69,0,10000,00:00 (00:00),Arganoid Industries,Arganoid Industries,1
3208,Gondola's Adventure,24-Feb-21,0,0,10000,00:00 (00:00),IceBear's Untold Tales,IceBear's Untold Tales,2
3210,The Chaser's Voyage,17-Sep-21,10.19,0,10000,00:00 (00:00),Bright at Midnight: A Game Studio,Bright at Midnight: A Game Studio,9
3211,Darkest Hour,18-May-21,0.49,0,10000,00:00 (00:00),CheckPoint Games,CheckPoint Games,5
3212,Winter Sleigh,6-Jan-21,11.99,0,10000,00:00 (00:00),Kārlis Luksis,Kārlis Luksis,1
3213,Kuguru,15-Apr-21,2.99,0,10000,00:00 (00:00),Y-Square Games G.K.,Y-Square Games G.K.,4
3214,Pond Scum,1-Feb-21,1.99,0,10000,00:00 (00:00),NeuroDump,NeuroDump,2
3215,Refuge For Troubles. Episode 1: Dear Stranger,21-Jan-21,2.99,0,10000,00:00 (00:00),"Victor Hirut, Sally Hirut",HIRUT STUDIO,1
3216,Spin & Roll,1-Feb-21,6.99,0,10000,00:00 (00:00),Savania Games,Savania Limited,2
3218,Corona Samurai,15-Jan-21,4.99,0,10000,00:00 (00:00),Imaginal Games,Imaginal Games,1
3219,Hajji Tours,26-Jan-21,5.99,0,10000,00:00 (00:00),Salam Softwork Studio,Salam Softwork Studio,1
3220,StarPicker,9-Jul-21,5.99,0,10000,00:00 (00:00),Emedion Games,Emedion Games,7
3221,To The Snowland Platformer Game,26-Jan-21,2.99,0,10000,00:00 (00:00),Karaman Games,Karaman Games,1
3222,A Western Drama,23-Feb-21,19.99,0,10000,00:00 (00:00),TriBit Studio,"IV Productions, Audiogames APS",2
3223,Elastic Fantastic,3-Feb-21,4.99,0,10000,00:00 (00:00),Christian Waugh,Christian Waugh,2
3224,Net King's Call,19-Feb-21,0,0,10000,00:00 (00:00),Greystone Games,Greystone Games,2
3225,Gun-REViper,3-Feb-21,14.99,0,10000,00:00 (00:00),naga84games,naga84games,2
3226,PetrifactionUnderRuin,4-Feb-21,8.99,0,10000,00:00 (00:00),WaterMagus,WaterMagus,2
3227,Pixelstar Hero,15-Feb-21,0.99,0,10000,00:00 (00:00),Ocho Cat LLC,Ocho Cat LLC,2
3228,Shoot Your Friends,18-Feb-21,2.49,0,10000,00:00 (00:00),Fancy Pigeon Studios Ltd.,Fancy Pigeon Studios Ltd.,2
3229,PLAYspace Virtual Music Library,27-Jan-21,1.99,0,10000,00:00 (00:00),LIB,LIB,1
3230,Nebuli,16-Feb-21,2.49,0,10000,00:00 (00:00),Spiky Software LLC,Spiky Software LLC,2
3231,Batallas Galacticas,17-Feb-21,4.99,0,10000,00:00 (00:00),Luis Pedro Lopez Perez,Luis Pedro Lopez Perez,2
3232,Slav Dangerous,17-Feb-21,4.99,0,10000,00:00 (00:00),Babooshka Bytes,CoolExGames,2
3233,Charge Champs,18-Feb-21,2.99,0,10000,00:00 (00:00),Spaghetti Yeti Studios,Spaghetti Yeti Studios,2
3234,Candy Fall,18-Feb-21,0.49,0,10000,00:00 (00:00),Fortcullis Games,Fortcullis Games,2
3235,奇迹之旅,30-Jan-21,0.99,0,10000,00:00 (00:00),"HANYUBO, HANYUBO","HANYUBO, HANYUBO",1
3237,Unlikely Heroes,8-Mar-21,0.49,0,10000,00:00 (00:00),Valkyria Games,Valkyria Games,3
3238,Drabidiboo,3-Mar-21,19.99,0,10000,00:00 (00:00),Morgan Vitale,Morgan Vitale,3
3239,A Nasty Farm,4-Mar-21,3.99,0,10000,00:00 (00:00),TwojeYndie,TwojeYndie,3
3240,Tartaron,31-Mar-21,0.99,0,10000,00:00 (00:00),TartaronDev,TartaronDev,3
3241,Neon Shooter,5-Mar-21,1.99,0,10000,00:00 (00:00),Busy B Studios LLC,Busy B Studios LLC,3
3242,Chiasm,18-Jun-21,1.99,0,10000,00:00 (00:00),"Tim Fowers, Jeff Krause",Fowers Games,6
3243,PLACEFRONT,5-Mar-21,3.89,0,10000,00:00 (00:00),PlasmaBrain Studios,Dystopian Edge Publishing,3
3244,Life Is Not The End!,10-Mar-21,0.99,0,10000,00:00 (00:00),PIXSYNT,PIXSYNT,3
3245,Aritana and the Twin Masks,25-Feb-21,16.99,0,10000,00:00 (00:00),Duaik Entretenimento,Duaik entretenimento,2
3246,Cyclotronica,14-Mar-21,9.99,0,10000,00:00 (00:00),"Randy Lee Blain, Jason Blain","Monumental Arts Engineering, LLC",3
3247,MultiDimensional 4-in-a-row,4-Apr-21,4.99,0,10000,00:00 (00:00),LolBozo,BozoCorp,4
3248,The Help Desk,10-Mar-21,1.49,0,10000,00:00 (00:00),"Leonardo Batista, Aline Seko",Leonardo Batista,3
3249,Dwarves Craft. Father's home,24-May-21,1.79,0,10000,00:00 (00:00),DigiMight,DigiMight,5
3250,Car Looper,27-Jul-21,5.99,0,10000,00:00 (00:00),Yannick Laubscher,Snotax Games,7
3251,Thrilling Triple Treat,7-Mar-21,3.99,0,10000,00:00 (00:00),ERMedia,Plug In Digital,3
3252,Lux mina,8-Apr-21,9.99,0,10000,00:00 (00:00),JOIS Games,JOIS Games,4
3253,A Mysterious Gallery,26-Apr-21,4.54,0,10000,00:00 (00:00),M.R. Games,M.R. Games,4
3254,Safari Zone,9-Apr-21,4.99,0,10000,00:00 (00:00),Tiger Collins,Tiger Collins,4
3255,Lair Hockey,12-Apr-21,4.99,0,10000,00:00 (00:00),Never Written Games,Never Written Games,4
3256,Eluxia Enigma,5-Aug-21,0,0,10000,00:00 (00:00),Mikkotheque,Mikkotheque,8
3257,Super Huey 1 & 2 Airdrop,27-Apr-21,2.49,0,10000,00:00 (00:00),"Cosmi, Big Boat Interactive",Ziggurat,4
3258,JPN Burst,14-May-21,4.99,0,10000,00:00 (00:00),Thomas Ngo,Thomas Ngo,5
3259,Stuck Together,20-Jul-21,3.99,0,10000,00:00 (00:00),Digital Pine Studios,Digital Pine Studios,7
3260,Songs of Armageddopolis,18-Nov-21,0.99,0,10000,00:00 (00:00),Team Mariupolis,Xitilon,11
