#,Game,Date,Price,Review,Owners,Playtime,Developer,Publisher,Month
8450,Clockwork Calamity in Mushroom World: What would you do if the time stopped ticking?,31-May-21,0,0,10000,00:00 (00:00),"Sylvie, Hubol",Sylvie & Hubol,5
8451,PuzzlePet - Feed your cat,26-Mar-21,0.69,0,10000,00:00 (00:00),Tribus Games Indie,Tribus Games Indie,3
8452,Laser Attraction,17-Mar-21,9.99,0,10000,00:00 (00:00),Vectmatica,Vectmatica,3
8453,Make a Path for the Chicken,31-Aug-21,0.69,0,10000,00:00 (00:00),LeJunesArt,LeJunesArt,8
8454,Flowering Across 樱下花期,4-Jun-21,0.49,0,10000,00:00 (00:00),凝冰剑斩,凝冰剑斩,6
8455,PIXASSO,14-Aug-21,0.39,0,10000,00:00 (00:00),Luci Entertainment,Luci Entertainment,8
8456,[TDA01] Muv-Luv Unlimited: THE DAY AFTER - Episode 01 REMASTERED,29-Jan-21,12.49,0,10000,00:00 (00:00),"aNCHOR Inc., fuzz, Inc.",aNCHOR Inc.,1
8457,Tetra Cube,20-Mar-21,3.49,0,10000,00:00 (00:00),DDal,DDal,3
8458,Love in Belarus,21-Jun-21,0.59,0,10000,00:00 (00:00),Taxincrease,Analog Chechen Dudes,6
8459,Slit Mouthed - 口裂け女,11-Dec-21,4.99,0,10000,00:00 (00:00),Nyxtales,Nyxtales,12
8460,Planet Miner,4-May-21,0.99,0,10000,00:00 (00:00),"Cherniukh Andrii, HornetStudio",Cherniukh Andrii,5
8461,Evertried,21-Oct-21,9.99,0,10000,00:00 (00:00),Lunic Games / Danilo Domingues,DANGEN Entertainment,10
8462,Grapple Hoops,18-Oct-21,1.19,0,10000,00:00 (00:00),Andreas Georgiou,Andreas Georgiou,10
8464,LOST BUBBLES: Sweet mates,12-Nov-21,2.69,0,10000,00:00 (00:00),KIMIDORI SOFT,KIMIDORI SOFT,11
8465,Skid Cities,25-Feb-21,19.99,0,10000,00:00 (00:00),Vittorio Banfi,Vittorio Banfi,2
8466,True Mining Simulator,7-Jan-21,4.99,0,10000,00:00 (00:00),Boolba Entertainment,Boolba Entertainment,1
8467,The Glade,15-Nov-21,0.99,0,10000,00:00 (00:00),Michael Schade,Michael Schade,11
8468,Succubus With Guns,8-Oct-21,2.99,0,10000,00:00 (00:00),Satur Cat,Satur Cat,10
8469,Stonedeep,9-Oct-21,7.99,0,10000,00:00 (00:00),Direfang,"Direfang, Smuttlewerk interactive",10
8470,Klang 2,20-Oct-21,7.49,0,10000,00:00 (00:00),Tinimations,Tinimations,10
8471,Pavlov's House,26-Feb-21,8.99,0,10000,00:00 (00:00),Bookmark Games,Bookmark Games,2
8472,Street Cleaner: The Video Game,7-Jan-21,7.49,0,10000,00:00 (00:00),Creaky Lantern Games,Creaky Lantern Games,1
8474,Don't Touch this Button!,31-Aug-21,1.19,0,10000,00:00 (00:00),9 Eyes Game Studio,"9 Eyes Game Studio, Stately Snail",8
8475,The Teleport,29-Jun-21,6.99,0,10000,00:00 (00:00),Emre Abali,Emre Abali,6
8476,C-4,27-Aug-21,1.19,0,10000,00:00 (00:00),Microblast Games,SA Industry,8
8477,Stickit,12-Dec-21,2.99,0,10000,00:00 (00:00),Symfonim,Symfonim,12
8478,Loco Shortline Operations,22-Dec-21,10.19,0,10000,00:00 (00:00),TSRS,TSRS,12
8479,Mark & Lara: Partners In Justice,16-Apr-21,4.99,0,10000,00:00 (00:00),Mark Lara Devs,Mark Lara Devs,4
8480,Rocket Skates VR,16-Apr-21,4.99,0,10000,00:00 (00:00),EpiXR Games UG,EpiXR Games UG,4
8481,WWII Tanks: Battlefield,9-Dec-21,1.19,0,10000,00:00 (00:00),SP GAMES,SP GAMES,12
8482,Sven's SudokuPad,25-Nov-21,2.99,0,10000,00:00 (00:00),Sven Neumann,Sven Neumann,11
8483,???? Cheongchunhyang Jeon,19-Dec-21,3.49,0,10000,00:00 (00:00),"J Wonder Co.,Ltd.","J Wonder Co.,Ltd.",12
8484,磨难之间 SUFFERING: Reincarnation of Sins,27-May-21,9.99,0,10000,00:00 (00:00),KillZero Game,KillZero Game,5
8485,Miner Gun Builder,9-Nov-21,4.79,0,10000,00:00 (00:00),GermapurApps,GermapurApps,11
8487,Cricket Captain 2021,13-Jul-21,8.99,0,10000,00:00 (00:00),Childish Things Ltd,Childish Things Ltd,7
8488,Bubble Bobble 4 Friends: The Baron's Workshop,30-Sep-21,23.99,0,10000,00:00 (00:00),TAITO CORP.,TAITO CORP.,9
8490,Beyond Mankind: The Awakening,31-Aug-21,2.99,0,10000,00:00 (00:00),Brytenwalda,Brytenwalda,8
8491,Hop Step Sing! VR Live 《Hop★Summer Tour 2020》,1-Apr-21,20.99,0,10000,00:00 (00:00),"Kodansha, Kodansha VR Lab",KOMODO,4
8492,Slobbish Dragon Princess LOVE + PLUS,22-Jun-21,3.49,0,10000,00:00 (00:00),Whirlpool,Sekai Project,6
8493,Dinogotchi,30-Sep-21,0.79,0,10000,00:00 (00:00),Oskar Henrique,Oskar Henrique,9
8494,Pawn of the Dead,19-Feb-21,4.89,0,10000,00:00 (00:00),Aslan Game Studio,Aslan Game Studio,2
8495,SynthVR,31-Jan-21,24.99,0,10000,00:00 (00:00),42tones,42tones,1
8496,Maze,27-Mar-21,0,0,10000,00:00 (00:00),Nichita Ciuprin,Nichita Ciuprin,3
8497,Cypherpunk Essentials,11-Aug-21,34.99,0,10000,00:00 (00:00),基本操作PlayClass,基本操作PlayClass,8
8498,Deca,16-Jul-21,18.99,0,10000,00:00 (00:00),Chrome Horizon 3D,Chrome Horizon 3D,7
8499,Insight,6-Oct-21,3.99,0,10000,00:00 (00:00),maou,maou,10
8500,VR JAPAN,10-Jan-21,4.99,0,10000,00:00 (00:00),Kraftmaru,Kraftmaru,1
8502,GLADIUM,24-Jun-21,1.79,0,10000,00:00 (00:00),Eirik Wiklund,Eirik Wiklund,6
8503,The Last Town: Excape,30-Apr-21,0.49,0,10000,00:00 (00:00),GF Game Studio,GF Game Studio,4
8504,Faraway: Puzzle Escape,5-Mar-21,1.64,0,10000,00:00 (00:00),Pine Studio,Snapbreak,3
8505,Action Entities,6-Aug-21,0,0,10000,00:00 (00:00),Action Entities,Action Entities,8
8506,Burned Land,9-Aug-21,0.99,0,10000,00:00 (00:00),Koya Game,Koya Game,8
8507,Gods Will Fall,29-Jan-21,2.99,0,10000,00:00 (00:00),Clever Beans,Deep Silver,1
8508,Utopos,29-Mar-21,4.99,0,10000,00:00 (00:00),Jani Penttinen,Utopos Games,3
8510,Dashie's Puh-ranormal Activity,4-Nov-21,4.99,0,10000,00:00 (00:00),Jason Morgan,Jason Morgan,11
8511,Guazu: The Rescue,17-Jun-21,0.99,0,10000,00:00 (00:00),Guara Studios,Guara Studios,6
8512,Monster Bash HD,29-Oct-21,3.99,0,10000,00:00 (00:00),Emberheart Games,Apogee Entertainment,10
8513,Kate: Collateral Damage,22-Oct-21,3.99,0,10000,00:00 (00:00),Ludic Studios,Ludic Studios,10
8514,Fuzz Force: Spook Squad,8-Jun-21,8.99,0,10000,00:00 (00:00),Fuzz Force,Fuzz Force,6
8515,Jet Kave Adventure,15-Jan-21,3.74,0,10000,00:00 (00:00),7Levels S.A,7Levels S.A.,1
8516,Devilated,29-Jan-21,15.99,0,10000,00:00 (00:00),Trunks,Neon Doctrine,1
8517,hocus 2,3-Mar-21,2.99,0,10000,00:00 (00:00),Yunus Ayyildiz,Yunus Ayyildiz,3
8518,Guns of Succubus,27-Feb-21,4.89,0,10000,00:00 (00:00),RakuRai,OTAKU Plan,2
8519,Gachi Bird,28-Oct-21,0.99,0,10000,00:00 (00:00),Gachi Master,Gachi Master Games,10
8520,Kselebox,20-Jul-21,0.79,0,10000,00:00 (00:00),KseLeroN,ONRI Studio,7
8521,Coffee Noir - Business Detective Game,30-Sep-21,6.99,0,10000,00:00 (00:00),"DOJI, NAOS Software",DOJI,9
8522,异世界攻略组 Another World Adventure,1-Jun-21,2.99,0,10000,00:00 (00:00),Illusion of Soul,Illusion of Soul,6
8524,Inferno - Beyond the 7th Circle,30-Apr-21,4.24,0,10000,00:00 (00:00),68k Studios,68k Studios,4
8525,Cions of Vega,9-Apr-21,2.39,0,10000,00:00 (00:00),Tongu? Bodur,Tongu? Bodur,4
8527,BloodRayne Betrayal: Fresh Bites,8-Sep-21,12.99,0,10000,00:00 (00:00),WayForward,Ziggurat,9
8528,Lamp Chronicle,20-Jan-21,7.49,0,10000,00:00 (00:00),Pixellica Corp.,Pixellica Corp.,1
8529,Misery Mansion,19-Jan-21,6.11,0,10000,00:00 (00:00),Manic Mice,Manic Mice,1
8532,Mighty Forest,3-Feb-21,0.39,0,10000,00:00 (00:00),Louie Inc,Louie Inc,2
8533,Teke Teke - テケテケ,20-Jan-21,4.99,0,10000,00:00 (00:00),"Nyxtales, Chilla's Art",Nyxtales,1
8534,The Gardener and the Wild Vines,9-Sep-21,5.99,0,10000,00:00 (00:00),Finite Reflection Studios,Finite Reflection Studios,9
8535,VideoHole: Episode I,19-Feb-21,3.19,0,10000,00:00 (00:00),JofiSoft,JofiSoft,2
8536,晴天咖啡館 Sunny Cafe,8-Dec-21,6.49,0,10000,00:00 (00:00),GameNobility 遊戲貴族,"Interwise Multimedia Corp.英特衛多媒體股份有限公司, BD Games",12
8537,Milli & Greg,28-Oct-21,2.99,0,10000,00:00 (00:00),2ndBoss,2ndBoss,10
8538,MIRAY,28-Jul-21,3.49,0,10000,00:00 (00:00),Poobool,Poobool,7
8539,Dirge,26-Oct-21,3.39,0,10000,00:00 (00:00),NonNobis Games,NonNobis Games,10
8540,Clown In a House,20-Jul-21,7.99,0,10000,00:00 (00:00),Krispy Animation,Krispy Animation,7
8541,OceanCraft,8-Feb-21,9.99,0,10000,00:00 (00:00),FlodLab,FlodLab UG (haftungsbeschraenkt),2
8542,God Damn The Garden,20-Dec-21,2.49,0,10000,00:00 (00:00),Agelvik,Agelvik,12
8543,与芙兰朵露一起捉迷藏吧,13-Nov-21,3.99,0,10000,00:00 (00:00),同萌绘,同萌绘,11
8544,Gone Viral,31-Aug-21,8.99,0,10000,00:00 (00:00),Skullbot Games,"Akupara Games, Surefire.Games",8
8548,Car Constructor,7-May-21,0.29,0,10000,00:00 (00:00),Guilty Pleasure Games,Guilty Pleasure Games,5
8549,Interstate Drifter 2000,21-Jan-21,5.99,0,10000,00:00 (00:00),Ultimo Games,Ultimo Games,1
8550,INVERT,16-Oct-21,0.69,0,10000,00:00 (00:00),Naoka Games,Naoka Games,10
8552,Sophie's Safecracking Simulator,16-Jun-21,1.49,0,10000,00:00 (00:00),Sophie Houlden,Sophie Houlden,6
8553,2D Platformer GAME (Toy Factory),1-Apr-21,1.99,0,10000,00:00 (00:00),Jo.Jo art,Jo.Jo art,4
8554,GROUND-UNBOUND,7-Oct-21,4.99,0,10000,00:00 (00:00),Frinky,Frinky,10
8555,Hidden Memory - Neko's Life,25-Feb-21,0.74,0,10000,00:00 (00:00),YAW Studios,YAW Studios,2
8556,Blasting Courier,28-Dec-21,4.99,0,10000,00:00 (00:00),VOIGON,VOIGON,12
8557,Simulation world,25-May-21,5.99,0,10000,00:00 (00:00),007berd,007berd,5
8558,Peppy's Adventure,20-Sep-21,7.99,0,10000,00:00 (00:00),Pepite Studios,Pepite Studios,9
8559,The Touryst,10-Dec-21,19.99,0,10000,00:00 (00:00),Shin'en Multimedia,Shin'en Multimedia,12
8561,Agent Intercept,16-Jun-21,9.99,0,10000,00:00 (00:00),PikPok,PikPok,6
8562,In My Shadow,8-Apr-21,9.99,0,10000,00:00 (00:00),Playbae,Alcon Interactive Group,4
8563,D-Corp,20-Sep-21,9.99,0,10000,00:00 (00:00),Frogsong Studios,Frogsong Studios,9
8564,Inquisitor’s Heart and Soul,22-Oct-21,1.19,0,10000,00:00 (00:00),Whale Rock Games,Whale Rock Games,10
8565,Симулятор Сидения на Крыше,1-Apr-21,0.34,0,10000,00:00 (00:00),"ТЯН ТЯН ТЯН ЛАМПОВАЯ ТЯН INDUSTRIES, Kazakhstan Sila Games",Kavkaz Sila Games,4
8566,Sakura MMO Extra,11-Jan-21,2.99,0,10000,00:00 (00:00),Winged Cloud,Winged Cloud,1
8567,The Third Day,28-Mar-21,0.28,0,10000,00:00 (00:00),Pan Studio,Pan Studio,3
8568,hexurb,31-May-21,0.49,0,10000,00:00 (00:00),Mikhail Neznamov,Mikhail Neznamov,5
8569,Battle of Hunters : Beast Zone,1-Mar-21,0,0,10000,00:00 (00:00),Wansee Entertainment,Wansee Entertainment,3
8570,Loverowind,19-May-21,0.74,0,10000,00:00 (00:00),Tongu? Bodur,Tongu? Bodur,5
8571,Harvest Moon: One World,7-Sep-21,49.99,0,10000,00:00 (00:00),"Natsume Inc., Appci",Natsume Inc.,9
8573,Boot Camp Fitness,18-Mar-21,5.49,0,10000,00:00 (00:00),Kevin Baker,Kevin Baker,3
8574,Bobok,11-Nov-21,3.34,0,10000,00:00 (00:00),Secta,Secta,11
8575,TV Kid,1-Oct-21,4.99,0,10000,00:00 (00:00),Aztrosist,Aztrosist,10
8578,Fish Story,11-Nov-21,0.27,0,10000,00:00 (00:00),Five Percents,Five Percents,11
8579,Shikkoku no Sharnoth,14-Dec-21,16.99,0,10000,00:00 (00:00),Liar-soft,iMoe Games,12
8581,Kula,22-Jul-21,6.99,0,10000,00:00 (00:00),Morten Thomasstuen,Morten Thomasstuen,7
8582,Funny Truck,30-Jul-21,0.37,0,10000,00:00 (00:00),RandomSpin,RandomSpin,7
8583,Cards of the Dead,21-Oct-21,1.99,0,10000,00:00 (00:00),Boomfire Games,JanduSoft,10
8585,VEGAS 19 Edit Steam Edition,9-Sep-21,99.99,0,10000,00:00 (00:00),MAGIX Software GmbH,MAGIX Software GmbH,9
8586,MahjongSchool,30-Apr-21,0.29,0,10000,00:00 (00:00),RedLizard Studio,RedLizard Studio,4
8587,Touhou Double Focus,25-May-21,5.49,0,10000,00:00 (00:00),AQUASTYLE,AQUASTYLE,5
8588,Under Lock,12-Jan-21,3.09,0,10000,00:00 (00:00),NioTum,NioTum,1
8589,Room 54,30-May-21,0.89,0,10000,00:00 (00:00),IK Interactive,IK Interactive,5
8591,Gnome Jigsaw Puzzles,29-Jan-21,0.39,0,10000,00:00 (00:00),Boogygames Studios,Boogygames Studios,1
8592,Goop Loop,20-Jul-21,3.99,0,10000,00:00 (00:00),Lone Wulf Studio LLC,Lone Wulf Studio LLC,7
8593,Blokker,12-Apr-21,0.49,0,10000,00:00 (00:00),LM Games Studio,LM Games Studio,4
8594,Fostering Apocalypse,15-Jul-21,1.24,0,10000,00:00 (00:00),Incisor Studios,Incisor Studios,7
8595,Uberlaufer,18-Nov-21,17.09,0,10000,00:00 (00:00),Think Tank Decoy Software LLC,Think Tank Decoy Software LLC,11
8596,Horror Bar VR,25-Feb-21,19.99,0,10000,00:00 (00:00),VR Factory,VR Factory,2
8597,The Sundew,14-Oct-21,5.99,0,10000,00:00 (00:00),2054,2054,10
8599,Crypto: Against All Odds - Tower Defense,2-Mar-21,2.79,0,10000,00:00 (00:00),Pictagor,PID Games,3
8600,8089: The Next Action RPG,5-Nov-21,7.99,0,10000,00:00 (00:00),Phr00t's Software,Phr00t's Software,11
8601,???? ???? 終 (Students' horrible stories FIN),25-May-21,7.99,0,10000,00:00 (00:00),Alman,Alman,5
8602,Alveole,9-Apr-21,0.29,0,10000,00:00 (00:00),"Emil Ismaylov, Denis Petrov",North Lab,4
8603,DOOMER'S ADVENTURE,11-Jun-21,0.28,0,10000,00:00 (00:00),deadworld games,deadworld games,6
8604,The Captain is Dead,31-Jan-21,9.99,0,10000,00:00 (00:00),Thunderbox Entertainment,Thunderbox Entertainment,1
8605,Aery - Calm Mind,22-Jul-21,4.99,0,10000,00:00 (00:00),EpiXR Games UG,EpiXR Games UG,7
8606,荧火微光,29-Jul-21,2.79,0,10000,00:00 (00:00),青丘游戏,方块游戏(CubeGame),7
8607,Make the Burger,22-Feb-21,1.49,0,10000,00:00 (00:00),Creative Hand,Creative Hand,2
8608,World Wide Hack,22-Dec-21,13.59,0,10000,00:00 (00:00),Lotus Innovations,Lotus Innovations,12
8610,Dream Girls Collection,27-Aug-21,0.69,0,10000,00:00 (00:00),Hunny Bunny Studio,Hunny Bunny Studio,8
8611,JARS,20-Oct-21,2.99,0,10000,00:00 (00:00),Mousetrap Games,Daedalic Entertainment,10
8612,Lost Dream,12-Mar-21,0.79,0,10000,00:00 (00:00),Morning Shift Studios,Morning Shift Studios,3
8613,Nayati River,20-Aug-21,1.89,0,10000,00:00 (00:00),Worlds To Play,Worlds To Play,8
8614,Survival Vacancy,19-Feb-21,9.99,0,10000,00:00 (00:00),Mind Leak,Mind Leak,2
8615,FORECLOSED,12-Aug-21,5.09,0,10000,00:00 (00:00),Antab Studio,Merge Games,8
8617,Mrs.Cat In Mars,13-Jul-21,0.28,0,10000,00:00 (00:00),EVEV01,EVEV01,7
8618,Shields of Loyalty,18-Mar-21,10.79,0,10000,00:00 (00:00),Mosaic Mask Studio,Mosaic Mask Studio,3
8619,The Frosts: First Ones,31-Aug-21,2.99,0,10000,00:00 (00:00),Ivan Sukhanov,Ivan Sukhanov,8
8621,古代人生 Ancient Life,12-Jul-21,1.49,0,10000,00:00 (00:00),HeroWJ Games,HeroWJ Games,7
8622,Yogurt Commercial 3,2-May-21,4.99,0,10000,00:00 (00:00),Epic Banana Games LLC,Epic Banana Games LLC,5
8623,Flewfie's Adventure,23-Sep-21,4.99,0,10000,00:00 (00:00),"Cosmic Boop, Valorware",Valorware,9
8624,Super Grappling Gecko,16-Dec-21,1.59,0,10000,00:00 (00:00),Calangames,Bee Legacy Publishing,12
8625,PROJECTIONS,13-Jul-21,12.99,0,10000,00:00 (00:00),Wolfgun,Wolfgun,7
8626,CHR$(143),4-Aug-21,2.71,0,10000,00:00 (00:00),Nicolas Jean,Nicolas Jean,8
8627,CUCCCHI,30-Jul-21,2.39,0,10000,00:00 (00:00),"Julián Palacios Gechtman, Fantastico Studio",Fantastico Studio,7
8628,ASTRO AQUA KITTY,4-Jun-21,12.74,0,10000,00:00 (00:00),TIKIPOD,TIKIPOD,6
8629,Substance 3D Designer 2021,28-Jan-21,0,0,10000,00:00 (00:00),Adobe,Adobe,1
8630,ReversEstory,4-Jun-21,2.49,0,10000,00:00 (00:00),ilili_world,"ilili_world, Pujia8 Studio",6
8632,The City Must Grow,8-Dec-21,4.99,0,10000,00:00 (00:00),Tunaic Games,Tunaic Games,12
8633,KUUKIYOMI 3: Consider It More and More!! - Father to Son,22-Jun-21,3.49,0,10000,00:00 (00:00),G-MODE,G-MODE,6
8637,Do Animals Dream?,14-Jun-21,7.99,0,10000,00:00 (00:00),Black Vein Productions,Black Vein Productions,6
8639,PEGGO!,22-Jul-21,3.99,0,10000,00:00 (00:00),Tylario,Crystal Game Works,7
8640,Devil Inside Us: Roots of Evil,27-Oct-21,9.74,0,10000,00:00 (00:00),"Fernando Tittz, Ahldain Michael",Mr.Skull Game Studio,10
8641,Escape FishStop 3D,6-Mar-21,7.19,0,10000,00:00 (00:00),Owen6936,Owen6936,3
8642,Below The Ocean,11-Dec-21,2.99,0,10000,00:00 (00:00),Retro Casual LLC,Retro Casual LLC,12
8643,Anopek,30-Jul-21,1.74,0,10000,00:00 (00:00),Captain Bear Games,Captain Bear Games,7
8644,Ultre?a,1-Jun-21,1.39,0,10000,00:00 (00:00),Olivier De Rop,Olivier De Rop,6
8645,Cute Dogs,15-Dec-21,0.99,0,10000,00:00 (00:00),КиКо,КиКо,12
8649,Super Clown: Lost Diamonds,5-Dec-21,0.39,0,10000,00:00 (00:00),"Tero Lunkka, Valkeala Software, Blackthug, NTStudios",Tero Lunkka,12
8650,Traffic Jams,8-Apr-21,2.99,0,10000,00:00 (00:00),Little Chicken Game Company,Vertigo Games,4
8653,Gear.Club Unlimited 2 - Ultimate Edition,7-Dec-21,13.74,0,10000,00:00 (00:00),Eden Games,Microids,12
8654,Aeon Must Die!,14-Oct-21,3.99,0,10000,00:00 (00:00),Limestone Games,Focus Entertainment,10
8655,"Shachibato! President, It's Time for Battle! Maju Wars",30-Mar-21,9.99,0,10000,00:00 (00:00),Preapp Partners,Preapp Partners,3
8656,S.P.A.T.,27-Aug-21,8.39,0,10000,00:00 (00:00),DeadGrass Games,DeadGrass Games,8
8657,Rugby Challenge 4,3-Feb-21,0,0,10000,00:00 (00:00),Wicked Witch,Tru Blu Games,2
8658,Healing Spree,20-Oct-21,14.99,0,10000,00:00 (00:00),Paro,Milk Bottle Studio,10
8661,Wirewalk()?,23-Sep-21,0.49,0,10000,00:00 (00:00),"debugChicken, daniserranu",debugChicken,9
8662,Bad Dream: Stories,30-Sep-21,1.19,0,10000,00:00 (00:00),Desert Fox,Desert Fox,9
8663,Mon Amour,14-Oct-21,6.29,0,10000,00:00 (00:00),Onion Games,Onion Games,10
8664,Dininho Adventures: Definitive Edition,29-Mar-21,1.99,0,10000,00:00 (00:00),Dininho,Dininho,3
8665,春と修羅｜Haru to Shura,24-Jun-21,3.49,0,10000,00:00 (00:00),"MIYAKOpubl, Studio Pixel",MIYAKOpubl,6
8666,Go For Launch: Mercury,4-Jul-21,4.99,0,10000,00:00 (00:00),Joe Chisholm,Joe Chisholm,7
8668,Packing House,10-Dec-21,4.99,0,10000,00:00 (00:00),"SmartLife, Roman Studio",SmartLife,12
8669,Hunter Girls,6-Aug-21,0.99,0,10000,00:00 (00:00),Denis Lutsenko,Meridian4,8
8670,Terra Alia: The Language Discovery RPG,14-May-21,7.49,0,10000,00:00 (00:00),30 Parallel,30 Parallel,5
8672,Murder Mystery Machine,25-Aug-21,4.99,0,10000,00:00 (00:00),Blazing Griffin,Microids,8
8674,Berzerk Flashback,9-Feb-21,4.39,0,10000,00:00 (00:00),Berzerk Studio,Berzerk Studio,2
8675,Dadish 2,24-Feb-21,3.99,0,10000,00:00 (00:00),Thomas K. Young,Thomas K. Young,2
8676,Scoot Kaboom and the Tomb of Doom,1-Jun-21,11.99,0,10000,00:00 (00:00),Janius Digital,Janius Digital,6
8677,Eternal Starlight VR,17-Jun-21,9.99,0,10000,00:00 (00:00),White Noise Games,White Noise Games,6
8678,Ayo the Clown,27-Jul-21,19.99,0,10000,00:00 (00:00),Cloud M1,Cloud M1,7
8679,Fantasy General,15-Sep-21,2.39,0,10000,00:00 (00:00),Strategic Simulations,SNEG,9
8680,Bamerang,22-Apr-21,0.74,0,10000,00:00 (00:00),Lululu Entertainment,Lululu Entertainment,4
8681,Army of Numbers,10-Mar-21,1.19,0,10000,00:00 (00:00),maou,maou,3
8682,Malice & Greed,22-Mar-21,14.99,0,10000,00:00 (00:00),Xendra,Xendra,3
8683,The Catacombs of Solaris Revisited,17-Feb-21,11.99,0,10000,00:00 (00:00),Ian MacLarty,Shape Shop,2
8684,Zombieland VR: Headshot Fever,29-Jul-21,19.99,0,10000,00:00 (00:00),XR Games,"XR Games, Sony Pictures Virtual Reality (SPVR)",7
8687,Striving for Light,29-Nov-21,6.99,0,10000,00:00 (00:00),Igniting Spark Games,Igniting Spark Games,11
8690,Avalom: Ancestral Heroes,13-Sep-21,8.99,0,10000,00:00 (00:00),WAGNER ROCHA,INDIE,9
8691,Extreme Soccer,4-Feb-21,0,0,10000,00:00 (00:00),9M Interactive,9M Interactive,2
8694,Big Rumble Boxing: Creed Champions,3-Sep-21,15.99,0,10000,00:00 (00:00),Survios,Survios,9
8695,Rise Eterna,9-Jun-21,1.99,0,10000,00:00 (00:00),"Makee, Forever Entertainment S. A.",Forever Entertainment S. A.,6
8696,Rob Riches,16-Nov-21,3.49,0,10000,00:00 (00:00),Megapop,Megapop,11
8697,Melancholy Love,29-Jan-21,6.29,0,10000,00:00 (00:00),White Dew Games,Kikai Digital,1
8698,ZADETTE,28-Feb-21,2.99,0,10000,00:00 (00:00),Le Club des Sacs,Tell Me Films,2
8699,Farm Kitten - Puzzle Pipes,26-Aug-21,0.99,0,10000,00:00 (00:00),Minicactus Games,Minicactus Games,8
8700,Faraday Protocol,12-Aug-21,7.99,0,10000,00:00 (00:00),Red Koi Box,Deck13,8
8701,BACK OF SPACE,25-Aug-21,9.99,0,10000,00:00 (00:00),3RD BOOK,DORE,8
8703,Colors! Maze,18-Oct-21,0.59,0,10000,00:00 (00:00),Vergiu,Vergiu,10
8704,SilverFrame(纯白星原),31-Mar-21,3.49,0,10000,00:00 (00:00),phixcat,phixcat,3
8705,My University Girlfriend,13-Dec-21,0.49,0,10000,00:00 (00:00),Planescape Game Studio,Planescape Game Studio,12
8706,Pickup Basketball VR,26-Feb-21,9.99,0,10000,00:00 (00:00),Revog Games,Ron Revog,2
8708,Obscurite Magie: The City of Sin,19-Nov-21,12.99,0,10000,00:00 (00:00),Syun-kan Flowlighter,Kagura Games,11
8709,Implements of Hell,26-Nov-21,1.99,0,10000,00:00 (00:00),PsychoRavens,PsychoRavens,11
8710,Earth Analog,10-Feb-21,24.99,0,10000,00:00 (00:00),Funcraft Games,Funcraft Games,2
8711,Viking Vengeance,8-Apr-21,19.99,0,10000,00:00 (00:00),Lowpoly Interactive,Lowpoly Interactive,4
8712,MorphVOX Pro 5 - Voice Changer,10-Feb-21,19.99,0,10000,00:00 (00:00),Screaming Bee,Screaming Bee,2
8713,The Mikado Birdgirl in Taichung,22-Jan-21,3.83,0,10000,00:00 (00:00),Erotes Studio,Erotes Studio,1
8714,Roll a Ball With Your Friends,30-Jul-21,2.99,0,10000,00:00 (00:00),Utage Guys,Utage Guys,7
8716,Hextones,5-Apr-21,0.69,0,10000,00:00 (00:00),Nukearts Studio,Nukearts Studio,4
8717,FGTeeV Goozy,7-Sep-21,0,0,10000,00:00 (00:00),PHL Collective,BDT Digital,9
8718,Scrapland Remastered,13-Dec-21,19.99,0,10000,00:00 (00:00),MercurySteam,Mercury Steam Entertainment s.l.,12
8719,Handball Manager 2021,28-Jan-21,17.49,0,10000,00:00 (00:00),netmin games,netmin games,1
8720,The Faraway Land,15-Jun-21,4.79,0,10000,00:00 (00:00),FireTail,FireTail,6
8721,FWsim - Fireworks Display Simulator,16-Feb-21,21.24,0,10000,00:00 (00:00),Lukas Tr?tzmüller,Lukas Tr?tzmüller,2
8722,Sentimental Trickster: Yaoi BL Gay Visual Novel,23-Mar-21,14.99,0,10000,00:00 (00:00),"Y Press Games, Lovenuts",Y Press Games,3
8723,Island Diary,2-Jul-21,8.49,0,10000,00:00 (00:00),watakubi,Sekai Project,7
8724,Tender: Creature Comforts,28-May-21,3.99,0,10000,00:00 (00:00),"Kenny Sun, Gideon Lazarus, Jie En Lee","Kenny Sun, Gideon Lazarus, Jie En Lee",5
8725,Divinia Chronicles: Relics of Gan-Ti,1-Jul-21,12.49,0,10000,00:00 (00:00),Team Monkey,Team Monkey,7
8726,Regain Earth: First Strike,28-Apr-21,3.63,0,10000,00:00 (00:00),GameFlow Studios,GameFlow Studios,4
8727,末日竟在我身边 - Zombies Everywhere,25-Jan-21,0.27,0,10000,00:00 (00:00),LU QI,LU QI,1
8728,Aery - A Journey Beyond Time,25-Feb-21,4.99,0,10000,00:00 (00:00),EpiXR Games UG,EpiXR Games UG,2
8729,SATANIC PANIC 666,4-Jun-21,1.09,0,10000,00:00 (00:00),deadworld games,deadworld games,6
8730,Calamity Eliminator,14-Dec-21,7.99,0,10000,00:00 (00:00),White Knight,White Knight,12
8731,The Companion,13-May-21,2.49,0,10000,00:00 (00:00),"David Fazzio, Studio 46",Studio 46,5
8732,Railroad Ink Challenge,17-Jun-21,3.19,0,10000,00:00 (00:00),Horrible Guild,Horrible Guild,6
8733,Coronation,1-Oct-21,0,0,10000,00:00 (00:00),Twin Sword Studio,Twin Sword Studio,10
